id	word	definition_cn	ecdict_translation	ecdict_phonetic
CET4_CORE_1163	a	art. 一(个)；每一(个)	第一个字母 A; 一个; 第一的 / art. [计] 累加器, 加法器, 地址, 振幅, 模拟, 区域, 面积, 汇编, 组件, 异步	ei
CET4_CORE_1166	able	adj. 有能力的；出色的	a. 能干的, 能够的	'eibl
CET4_CORE_1184	accommodation	n. 招待设备；预定铺位	n. 膳宿, 预订铺位, 适应性调节, 调和, 贷款 / [医] 调节(眼); 适应	ә.kɒmә'deiʃәn
CET4_CORE_9	accumulate	v. 积累，增加	v. 积聚, 堆积	ә'kju:mjuleit
CET4_CORE_16	addiction	n. 上瘾	n. 入迷, 瘾 / [医] 瘾, 癖嗜	ә'dikʃәn
CET4_CORE_18	address	v. 解决	n. 住址, 演说, 举止, 灵巧, 求爱 / vt. 发表(演说或讲话), 对付, 写地址 / [计] 地址, 寻址	ә'dres
CET4_CORE_30	advisory	n. 报告	a. 顾问的, 咨询的, 劝告的 / [法] 劝告的, 忠告的, 咨询的	әd'vaizәri
CET4_CORE_31	advocate	n & v. 倡导	n. 提倡者, 拥护者 / vt. 主张, 提倡	'ædvәkeit
CET4_CORE_32	advocator	n. 主张者，倡导者	n. 拥护者, 提倡者	'ædvәkeitә
CET4_CORE_1222	affection	n. 慈爱，爱；爱慕	n. 影响, 病, 喜爱, 情感, 倾向 / [医] 疾患, 病变, 病; 感情	ә'fekʃәn
CET4_CORE_36	afford	v. 负担得起	vt. 买得起, 足以, 给予	ә'fɒ:d
CET4_CORE_1226	after	prep. 在…以后；次于	prep. 在...之后, 由于 / conj. 在...之后 / adv. 后来	'ɑ:ftә
CET4_CORE_1229	again	adv. 又一次；而且	adv. 再一次, 又, 到原处	ә'gein
CET4_CORE_4351	agenda	n. 议事日程	pl. 议程, 日常工作事项 / [计] 待议事件	ә'dʒendә
CET4_CORE_1233	agony	n. 极度痛苦	n. 极大的痛苦, 挣扎 / [医] 濒死苦闷; 剧痛	'ægәni
CET4_CORE_41	alert	v. 提醒；； adj. 机警的	a. 警觉的, 灵敏的, 留心的 / n. 警报 / vt. 使警觉, 通知, 使意识到	ә'lә:t
CET4_CORE_1257	also	adv. 亦，也；而且，还	adv. 也, 并且, 同样地	'ɒ:lsәu
CET4_CORE_914	alternative	n. 代替品	n. 两者择一, 供替代的选择 / a. 两者择一的, 供选择的 / [计] 选择对象	ɒ:l'tә:nәtiv
CET4_CORE_44	ambitious	adj. 有雄心的，野心勃勃的	a. 有野心的, 抱负不凡的, 雄心勃勃的	æm'biʃәs
CET4_CORE_4506	amid	prep. 在…中间， 在…之中， 被…围绕	prep. 在其间, 在其中 / [经] 在...中	ә'mid
CET4_CORE_1276	and	conj. 和，又，并，则	conj. 和, 与 / [计] 与	ænd
CET4_CORE_982	annoy	v. 使反感，厌烦	vt. 使恼怒, 骚扰	ә'nɒi
CET4_CORE_1284	another	adj. 再一个的；别的	a. 另外的, 再一的, 不同的 / pron. 又一个, 另一个, 类似的另一个	ә'nʌðә
CET4_CORE_50	anticipate	v. 预感	vt. 预期, 占先, 加速, 提前使用 / [医] 提前出现, 先期发生	æn'tisipeit
CET4_CORE_1295	anywhere	adv. 在什么地方	adv. 无论何处	'enihwєә
CET4_CORE_1296	apart	adv. 相隔；分开；除去	adv. 成零碎, 成距离, 分别地, 分离着 / a. 分离的	ә'pɑ:t
CET4_CORE_856	appealing	adj. 吸引人的	a. 有感染力的, 动人的, 恳求的	ә'pi:liŋ
CET4_CORE_1304	applicable	adj. 能应用的；适当的	a. 合适的, 可应用的 / [法] 适用的, 适应的	'æplikәbl
CET4_CORE_64	approve	v. 赞成，同意	vt. 赞同, 核准, 为...提供证据 / vi. 赞许	ә'pru:v
CET4_CORE_1309	arbitrary	adj. 随心所欲的；专断的	a. 任意的, 武断的, 专治的, 霸道的	'ɑ:bitrәri
CET4_CORE_69	arrange	v. 把…（系统地）分类	v. 安排, 排列, 达成协议 / [计] 重排	ә'reindʒ
CET4_CORE_1329	as	conj. 当…的时候	adv. 同样地, 例如 / prep. 做为, 当作 / conj. 当...之时, 以...的方式, 像...一样, 因为 / [计] 高级系统, 先进系统, 辅助存储器, 自治系统	æz
CET4_CORE_1330	ash	n. 灰，灰末；骨灰	n. 灰, 灰烬 / [化] 灰分	æʃ
CET4_CORE_71	ashamed	adj. 害羞的	a. 惭愧的, 羞耻的	ә'ʃeimd
CET4_CORE_1333	aside	adv. 在旁边，到旁边	n. 小声说的话, 旁白 / adv. 在一边, 离开, 另外	ә'said
CET4_CORE_890	assess	v. 评价	vt. 估定, 对...征税, 评定 / [经] 估计, 估价, 确定(税款罚款等)的金额	ә'ses
CET4_CORE_76	assignment	n. 作业	n. 分配, 功课, 任务, 转让, 归因, 陈述 / [计] 赋值	ә'sainmәnt
CET4_CORE_1342	at	prep. 在…里；在…时	prep. 在, 向, 对 / [计] 地址转换器, 异常传输, 自动订票	æt
CET4_CORE_1003	attribute	v. 归因于	n. 属性, 标志, 定语 / vt. 把...归于, 认为...属于 / [计] 属性	ә'tribju:t
CET4_CORE_1369	autumn	n. 秋，秋季	n. 秋天, 成熟期	'ɒ:tәm
CET4_CORE_85	avail	v. 有益, 有帮助	vi. 有用, 有利 / vt. 有利于 / n. 效用, 利益	ә'veil
CET4_CORE_1375	away	adv. 离开，远离；…去	adv. 离去	ә'wei
CET4_CORE_1376	awfully	adv. 令人畏惧的；很	adv. 恶劣地, 非常地, 极端地	'ɒ:fuli
CET4_CORE_1378	ax	n. 斧子	n. 斧头 / vt. 用斧削或砍, 削减	æks
CET4_CORE_1381	back	adv. 在后；回原处；回	a. 后面的 / vt. 使后退, 支持 / vi. 倒退, 背靠 / adv. 向后地 / n. 背部, 后面	bæk
CET4_CORE_4479	bacon	n. 咸肉	n. 熏猪肉 / [机] 腌肉	'beikәn
CET4_CORE_1385	bag	n. 袋，包，钱包，背包	n. 袋子, 袋状物 / vt. 使膨大, 装袋, 猎获	bæg
CET4_CORE_1387	bake	v. 烤，烘，焙；烧硬	vt. 烘焙, 烤 / vi. 烤面包 / n. 烘焙, 烤	beik
CET4_CORE_96	bargain	n. 讨价还价	n. 交易, 买卖协定, 特价商品 / v. 讲价, 交易	'bɑ:gin
CET4_CORE_1399	bark	n. 吠叫声； v. 吠，叫	n. 树皮, 吠声 / vi. 吠, 叫骂 / vt. 喊出, 剥树皮	bɑ:k
CET4_CORE_1408	basket	n. 篮，篓，筐	n. 篮, 篮子 / vt. 装入篮	'bɑ:skit
CET4_CORE_1411	bath	n. 浴，洗澡；浴缸	n. 沐浴, 浴室 / [医] 浴	bæθ.bɑ:θ
CET4_CORE_1415	bay	n. 湾；山脉中的凹处	n. 海湾, 狗吠声, 月桂 / vt. 吠, 使走投无路 / vi. 吠	bei
CET4_CORE_1416	be	aux. v&vi是，在，做	v. 是, 表示, 在 / [计] 后端, 总线允许	bi:
CET4_CORE_1419	bean	n. 豆，蚕豆	n. 豆子 / [化] 油嘴; 豆	bi:n
CET4_CORE_1429	bee	n. 蜂，密蜂；忙碌的人	n. 蜜蜂, 聚会	bi:
CET4_CORE_1432	before	prep. 在…以前；向…	prep. 在...之前 / conj. 在...之前 / adv. 在前	bi'fɒ:
CET4_CORE_1440	behind	prep. 在…后面	adv. 在后地 / prep. 在...背后	bi'haind
CET4_CORE_1444	bell	n. 钟，铃，门铃；钟声	n. 铃, 钟 / [计] 响铃命令	bel
CET4_CORE_1446	beloved	adj. 为…的爱的； n. 爱人	a. 心爱的 / n. 心爱的人	bi'lʌvd
CET4_CORE_1449	bench	n. 长凳，条凳；工作台	n. 长椅子 / [机] 台	bentʃ
CET4_CORE_1459	between	prep. 在…中间	prep. 在...之间	bi'twi:n
CET4_CORE_1460	beyond	prep. 在…的那边	prep. 超过, 在那一边, 迟于 / adv. 在远处 / n. 更远处	bi'jɒnd
CET4_CORE_1466	billion	num. 万亿(英)	num. 十亿, 十亿个	'biljәn
CET4_CORE_842	biological	adj. 生物的	a. 生物学的 / [医] 生物学的	.baiәu'lɒdʒikәl
CET4_CORE_1469	bird	n. 鸟，禽	n. 鸟, 羽毛球 / vi. 打鸟	bә:d
CET4_CORE_1473	bit	n. 一点，一些，小片	n. 少量, 马嚼子, 辅币 / vt. 给马上嚼子, 控制 / bite的过去式和过去分词 / [计] 比特, 二进制数位, 机内测试	bit
CET4_CORE_1474	bite	v. 咬，叮，螫；剌穿	n. 咬, 一口 / v. 咬, 刺痛, 穿透	bait
CET4_CORE_102	blame	v. 指责，责怪	n. 过失, 责备 / vt. 责备, 归咎于	bleim
CET4_CORE_1485	blend	vt&vi&n. 混和	vt. 混合 / n. 混合	blend
CET4_CORE_1492	board	n. 板； v. 上(船、车等)	n. 木板, 甲板, 膳食, 会议桌 / vt. 乘船, 供膳食, 用板覆盖 / vi. 搭伙 / [计] 板	bɒ:d
CET4_CORE_105	bogus	adj. 假冒的	a. 假的, 伪造的 / [经] 伪的, 伪造的	'bәugәs
CET4_CORE_1498	bolt	n. 螺栓；插销； v. 闩门	n. 门闩, 螺钉, 筛子, 闪电, 意外事件 / vt. 闩住, 发射, 脱口而出, 筛, 囫囵吞下 / vi. 囫囵吞枣, 射箭, 脱缰, 退出党派 / adv. 突然	bәult
CET4_CORE_1500	bond	n. 联结，联系；公债	n. 捆绑物, 结合, 债券, 契约, 粘合剂, 保证人, 键, 关栈保留 / vt. 存入关栈, 使黏合 / vi. 结合	bɒnd
CET4_CORE_1501	bone	n. 骨，骨骼	n. 骨头, 骨, 骨制品 / vt. 剔骨 / vi. 专心致志	bәun
CET4_CORE_1503	boot	n. 靴子，长统靴	n. 长靴, 踢, 解雇, 效用 / vt. 使穿靴, 踢, 解雇, 有用 / [计] 引导, 自举	bu:t
CET4_CORE_1506	bore	v. 使厌烦；钻，挖	n. 令人讨厌的人, 激浪, 枪膛, 孔 / vt. 使烦扰, 钻孔 / vi. 钻孔 / bear的过去式 / [计] 内径; 孔径	bɒ:
CET4_CORE_1518	bowl	n. 碗，钵；碗状物	n. 碗, 木球, 大酒杯 / v. 滚木球, 快而稳地行驶	bәul
CET4_CORE_1519	box	n. 箱，盒；包箱	n. 盒子, 箱, 方框, 一巴掌 / vt. 装...入盒中, 装箱, 打耳光 / vi. 拳击 / [计] 方框	bɒks
CET4_CORE_1546	bristle	n. 短而硬的毛；鬃毛	n. 刚毛, 猪鬃 / vi. 直立, 发怒, 充满 / vt. 使直立	'brisl
CET4_CORE_1548	British	adj. 不列颠的，英联邦的	a. 英国的 / n. 英国人, 英国英语	'britiʃ
CET4_CORE_108	broad	adj. 宽的	a. 宽广的, 辽阔的, 广大的, 显著的 / adv. 宽阔地 / n. 宽阔部分	brɒ:d
CET4_CORE_1551	broken	adj. 被打碎的，骨折的	a. 坏掉的, 打破的, 断掉的 / break的过去分词	'brәukәn
CET4_CORE_1553	brood	n. 同窝幼鸟； v. 孵(蛋)	n. 一窝, 一伙 / vt. 孵, 沉思	bru:d
CET4_CORE_1554	brook	n. 小河，溪流	n. 小溪 / vt. 容忍	bruk
CET4_CORE_1568	bulk	n. 物体，容积，大批	n. 大小, 体积, 大块, 大多数 / vt. 显得大, 显得重要	bʌlk
CET4_CORE_1571	bunch	n. 束，球，串；一群	n. 串, 束 / [医] 骨肿块(马)	bʌntʃ
CET4_CORE_1572	bundle	n. 捆，包，束；包袱	n. 捆, 束 / vt. 包扎, 胡乱塞进 / vi. 匆忙离开	'bʌndl
CET4_CORE_111	bureau	n. 局	n. 局, 办公处 / [经] 局, 司, 处	'bjuәrәu
CET4_CORE_1579	busy	adj. 忙的，繁忙的	a. 忙碌的, 热闹的, 没空的 / vt. 使忙 / vi. 忙碌 / [计] 忙; 忙碌	'bizi
CET4_CORE_1586	by	prep. 在…旁；被，由	prep. 被, 经, 由, 在...之旁 / adv. 经过, 在近处	bai
CET4_CORE_1592	cafeteria	n. 自助食堂	n. 自助餐厅 / [经] 自助餐厅	.kæfi'tiәriә
CET4_CORE_1593	cage	n. 笼；鸟笼，囚笼	n. 笼, 牢房, 战俘营 / vt. 关进笼内	keidʒ
CET4_CORE_1598	call	v. 把…叫做；叫，喊	n. 呼叫, 访问, 打电话, 号召, 召集, 要求 / vt. 呼叫, 召集, 打电话 / vi. 叫喊, 访问, 叫牌 / [计] 调用; 呼叫; DOS内部命令:在批处理文件中调用另一个批处理文件	kɒ:l
CET4_CORE_1602	camp	n. 野营，营地，兵营	n. 露营, 帐篷 / vi. 露营, 扎营 / vt. 使扎营	kæmp
CET4_CORE_113	campaign	n. 活动	n. 战役, 运动, 竞选运动 / vi. 参加运动, 作战	kæm'pein
CET4_CORE_116	canteen	n. 食堂	n. 水壶, 军中俱乐部, 临时流动餐馆, 小卖部	kæn'ti:n
CET4_CORE_1617	captain	n. 陆军上尉；队长	n. 船长, 指挥官, 海军上校, 首领 / vt. 率领, 指挥	'kæptin
CET4_CORE_1621	carbon	n. 碳	n. 碳, 副本, 复写纸 / [化] 碳	'kɑ:bәn
CET4_CORE_1625	careful	adj. 仔细的；细致的	a. 小心的, 谨慎的	'kєәful
CET4_CORE_1629	carrier	n. 运输工具；运载工具	n. 运送者, 邮递员, 带菌者 / [计] 载波	'kæriә
CET4_CORE_1630	carrot	n. 胡罗卜	n. 胡萝卜 / [医] 胡萝卜	'kærәt
CET4_CORE_1636	cassette	n. 盒式录音带；盒子	n. 盒式磁带, 珠宝箱, 暗盒 / [计] 字盒	kæ'set
CET4_CORE_1639	cat	n. 猫，猫科，猫皮	n. 猫, 恶妇 / vi. 呕吐 / 计算机辅助教育, 计算机辅助测试, 计算机辅助翻译, 计算机辅助排版 / [计] 计算机辅助教学, 计算机辅助翻译, 计算机辅助排字, 计算机辅助测试	kæt
CET4_CORE_1645	cave	n. 山洞，洞穴，窑洞	n. 洞, 穴 / vi. 凹陷, 塌落 / vt. 挖洞, 使凹陷, 损坏...的基础	keiv
CET4_CORE_1658	certain	adj. 确实的；肯定的	a. 确定的, 某一个的, 必然的 / [法] 确凿的, 无疑的, 可靠的	'sә:tәn
CET4_CORE_1659	certainly	adv. 一定，必定；当然	adv. 确定地	'sә:tәnli
CET4_CORE_1662	chain	n. 链，链条，项圈	n. 链, 枷锁, 束缚 / vt. 用铁练锁住, 束缚, 囚禁	tʃein
CET4_CORE_1671	chapter	n. 章，回，篇	n. 章, 篇, 重要章节 / [计] 章; 段	'tʃæptә
CET4_CORE_127	character	n. 角色	n. 个性, 字符, 人物, 性质, 品格, 资格 / [计] 字符	'kærәktә
CET4_CORE_846	characteristic	n. 特点	n. 特性, 特征, 特色 / a. 特性的, 特有的, 有特色的 / [计] 阶; 指数	.kærәktә'ristik
CET4_CORE_128	characterize	v. 以……特点	vt. 描绘...的特性, 刻划...的性格	'kærәktәraiz
CET4_CORE_1676	cheap	adj. 廉价的；劣质的	a. 便宜的, 不值钱的, 可鄙的 / adv. 便宜地	tʃi:p
CET4_CORE_130	cheek	n. 脸颊	n. 颊, 厚颜, 脸蛋 / [医] 颊	tʃi:k
CET4_CORE_1679	cheerful	adj. 快乐的，愉快的	a. 快活的, 高兴的, 兴高采烈的	'tʃiәful
CET4_CORE_1691	childhood	n. 童年，幼年；早期	n. 孩童时期 / [医] 儿童期	'tʃaildhud
CET4_CORE_1692	childish	adj. 孩子的；幼稚的	a. 天真的, 孩子气的	'tʃaildiʃ
CET4_CORE_1701	chop	v. 砍，劈；切细； v. 砍	n. 肋条肉, 排骨, 砍, 戳记, 商标 / vt. 剁碎, 砍, 切击, 割断 / vi. 砍, 突然转向	tʃɒp
CET4_CORE_1702	Christian	n. 基督教徒；信徒	n. 基督徒, 正派人 / a. 基督的, 基督教的	'kristʃәn
CET4_CORE_1723	claw	n. 爪，脚爪，螯	n. 爪, 螯, 抓伤 / v. 用爪抓, 挖, 搜刮	klɒ:
CET4_CORE_1725	clean	adj. 清洁的；纯洁的	a. 干净的, 清白的, 简洁的 / adv. 清洁地, 完全地 / vt. 清理, 使干净, 出空 / vi. 被搞干净 / n. 打扫	kli:n
CET4_CORE_1727	clearly	adv. 明白地，清晰地	adv. 清楚地	'kliәli
CET4_CORE_4192	click	v. 发出咔嗒声；点击； n. 咔嗒声	n. 咔哒声, 啪嗒声 / vi. 作咔哒声 / vt. 使发咔哒声 / [计] 单击	klik
CET4_CORE_1733	cloak	n. 斗篷；覆盖(物)	n. 斗蓬, 大氅, 掩护 / vt. 遮掩, 隐匿, 使披斗蓬	klәuk
CET4_CORE_1734	clock	n. 钟，仪表	n. 时钟, 计时器, (袜子上的)绣花边花 / vt. 绣花样, 记时, 记录 / vi. 记录时间 / [计] 时钟	klɒk
CET4_CORE_1737	cloth	n. 布；衣料；桌布	n. 布料, 织品, 布 / [建] 布	klɒ:θ. klɒθ
CET4_CORE_1741	cloud	n. 云；云状物；阴影	n. 云, 阴暗, 烟雾, 疑团 / vt. 以云遮敝, 笼罩, 使黯然 / vi. 乌云密布, 阴沉	klaud
CET4_CORE_1744	coal	n. 煤，煤块	n. 煤, 木炭 / v. 加煤	kәul
CET4_CORE_1762	comb	n. 梳子； v. 梳理	n. 头梳, 鸡冠 / vt. 梳头发, 梳毛 / vi. (浪)涌起	kәum
CET4_CORE_1765	comfortable	adj. 舒适的，安慰的	a. 舒服的, 轻松的 / n. 盖被	'kʌmfәtәbl
CET4_CORE_150	commitment	n. 承诺，保证	n. 委托, 交押, 承担义务, 赞助 / [医] 院禁	kә'mitmәnt
CET4_CORE_1778	companion	n. 同伴；共事者；伴侣	n. 朋友, 陪伴, 指南, 升降口围罩 / vt. 陪伴	kәm'pænjәn
CET4_CORE_1786	complicate	v. 使复杂；使陷入	vt. 弄复杂, 使错综, 使恶化 / vi. 变复杂	'kɒmplikeit
CET4_CORE_164	comply	v. 遵从	vi. 顺从, 依从 / [法] 遵守, 承诺, 照做	kәm'plai
CET4_CORE_1788	composition	n. 构成；作品；写作	n. 作文, 创作, 组成 / [化] 成分; 组成	kɒmpә'ziʃәn
CET4_CORE_168	concern	v & n. 涉及，关系到	n. 关心, 忧虑 / vt. 与...有关, 使担心, 使挂念	kәn'sә:n
CET4_CORE_1804	condition	n. 状况，状态；环境	n. 情况, 条件 / vt. 使健康, 以...为条件, 决定, 使适应 / [计] 条件	kәn'diʃәn
CET4_CORE_1809	confident	adj. 确信的，自信的	a. 有信心的, 有把握的	'kɒnfidәnt
CET4_CORE_175	connectivity	n. 连接，联系	[计] 连通性, 连通度	kәnek'tiviti
CET4_CORE_4432	connexion	n. connection的英式拼法	n. 连接, 团体, 生意合伙人, 亲戚	kә'nekʃәn
CET4_CORE_1820	conscious	adj. 意识到的；有意的	a. 有意识的, 知觉的, 觉察的 / [医] 有意识的, 清醒的	'kɒnʃәs
CET4_CORE_926	consequently	adv. 结果	adv. 所以	'kɒnsikwәntli
CET4_CORE_181	considerable	adj. 相当大(或多)的	a. 相当的, 可观的, 重要的	kәn'sidәrәbl
CET4_CORE_186	conspicuous	adj. 显著地	a. 显著的, 显眼的, 出众的	kәn'spikjuәs
CET4_CORE_187	constant	adj. 不断的，持续的	n. 常数, 恒量 / a. 不变的, 一定的, 时常的 / [计] 常量; 常数; 恒值	'kɒnstәnt
CET4_CORE_191	consult	v. 咨询	vi. 商讨, 商量, 协商, 会诊 / vt. 向...请教, 查阅, 考虑	kәn'sʌlt
CET4_CORE_195	contemporary	adj. 当代的，现代的	n. 同时代的人 / a. 同时代的, 属于同一时期的	kәn'tempәrәri
CET4_CORE_1033	contest	n. 比赛	n. 竞赛, 争论 / vt. 竞争, 争取, 争辩 / vi. 竞争	'kɒntest
CET4_CORE_198	contract	n. 合同	n. 合约, 婚约, 契约 / vt. 使皱缩, 使缩短, 感染, 订约, 缔结 / vi. 皱缩, 订约, 收缩	'kɒntrækt
CET4_CORE_200	contribute	v. 捐款，贡献	vt. 有助于, 捐助, 投稿 / vi. 出力, 捐献, 投稿	kәn'tribju:t
CET4_CORE_1060	convincing	adj. 令人信服的	a. 使人信服的, 有力的, 令人心悦诚服的	kәn'vinsiŋ
CET4_CORE_4219	cop	n. 警察	n. 警官 / vt. 抓住	kɒp
CET4_CORE_1846	copper	n. 铜；铜币，铜制器	n. 铜, 警察 / [化] 铜Cu	'kɒpә
CET4_CORE_1848	cord	n. 细绳，粗线，索	n. 绳索, 束缚 / [医] 索, 带	kɒ:d
CET4_CORE_1851	corn	n. 谷物；(英)小麦	n. 玉蜀黍, 谷类, 谷粒, 鸡眼 / vt. 使成颗粒, 腌	kɒ:n
CET4_CORE_1852	corner	n. 角；犄角；边远地区	n. 角落, 转角, 窘境 / vt. 迫至一隅, 垄断, 使陷入绝境 / vi. 相交成角, 垄断 / [计] 边角	'kɒ:nә
CET4_CORE_1858	corresponding	adj. 相应的；符合的	a. 相当的, 一致的, 通信的 / [计] 对应	.kɒri'spɒndiŋ
CET4_CORE_1863	cotton	n. 棉；棉线；棉布	n. 棉花 / vi. 和谐, 有好感, 理解	'kɒtn
CET4_CORE_1865	could	aux. v(can的过去式)	aux. 可以, 能	kud
CET4_CORE_1025	council	n. 议会	n. 会议, 委员会 / [经] 委员会	'kaunsәl
CET4_CORE_1870	county	n. 英国的郡，美国的县	n. 县, 郡	'kaunti
CET4_CORE_208	couple	n. 夫妻，情侣	n. 对, 夫妇, 数个 / vt. 使成双, 连接, 使成婚, 把...联系起来 / vi. 结合, 成婚	'kʌpl
CET4_CORE_209	courageous	adj. 有勇气的	a. 勇敢的, 大胆的, 有胆量的	kә'reidʒәs
CET4_CORE_1877	coward	n. 懦夫；胆怯者	n. 懦弱的人, 胆小的人	'kauәd
CET4_CORE_1882	crazy	adj. 疯狂的，荒唐的	a. 发狂的, 狂热的	'kreizi
CET4_CORE_1888	creep	v. 爬行；缓慢地行进	n. 爬, 徐行, 蠕动 / vi. 爬, 蔓延, 潜行	kri:p
CET4_CORE_1889	crew	n. 全体船员	n. 全体人员, 一群人, 全体队员 / crow的过去式	kru:
CET4_CORE_218	curb	v & n. 控制	n. 抑制, 勒马绳, 边石 / vt. 抑制, 束缚, 勒住	kә:b
